Word;Count;Percentage
clicked;23;0,013232308
configure;23;0,013232308
container;23;0,013232308
defaults;23;0,013232308
entry;23;0,013232308
gated;23;0,013232308
gint;23;0,013232308
IBM;23;0,013232308
IPTables;23;0,013232308
mc;23;0,013232308
MIME;23;0,013232308
O;23;0,013232308
SOCKS5;23;0,013232308
source;23;0,013232308
TABLE;23;0,013232308
UDP;23;0,013232308
аргументов;23;0,013232308
выводить;23;0,013232308
вызовы;23;0,013232308
г;23;0,013232308
директив;23;0,013232308
другим;23;0,013232308
зависит;23;0,013232308
задач;23;0,013232308
запроса;23;0,013232308
здесь;23;0,013232308
исходных;23;0,013232308
конфигуратора;23;0,013232308
копирования;23;0,013232308
Линус;23;0,013232308
любом;23;0,013232308
наоборот;23;0,013232308
настройка;23;0,013232308
нашего;23;0,013232308
одним;23;0,013232308
Основные;23;0,013232308
портов;23;0,013232308
правильно;23;0,013232308
приведен;23;0,013232308
приглашение;23;0,013232308
программное;23;0,013232308
самостоятельно;23;0,013232308
секции;23;0,013232308
сигнала;23;0,013232308
Следующий;23;0,013232308
содержат;23;0,013232308
списке;23;0,013232308
типы;23;0,013232308
укажите;23;0,013232308
установлены;23;0,013232308
файлам;23;0,013232308
admin;22;0,0126569895
anonymous;22;0,0126569895
cgi;22;0,0126569895
CONTAINER;22;0,0126569895
dns;22;0,0126569895
index;22;0,0126569895
Mail;22;0,0126569895
MEM;22;0,0126569895
mem;22;0,0126569895
mnt;22;0,0126569895
OK;22;0,0126569895
ORDERS;22;0,0126569895
procmail;22;0,0126569895
SELECT;22;0,0126569895
select;22;0,0126569895
SO;22;0,0126569895
START;22;0,0126569895
status;22;0,0126569895
timer;22;0,0126569895
z;22;0,0126569895
буфера;22;0,0126569895
быстрее;22;0,0126569895
видео;22;0,0126569895
виджиты;22;0,0126569895
восстановления;22;0,0126569895
вторая;22;0,0126569895
день;22;0,0126569895
директиве;22;0,0126569895
Добавить;22;0,0126569895
журнал;22;0,0126569895
загрузить;22;0,0126569895
записей;22;0,0126569895
инициализации;22;0,0126569895
каталогах;22;0,0126569895
Команды;22;0,0126569895
Мы;22;0,0126569895
Некоторые;22;0,0126569895
Нет;22;0,0126569895
новой;22;0,0126569895
новых;22;0,0126569895
окружения;22;0,0126569895
Опции;22;0,0126569895
опций;22;0,0126569895
остальные;22;0,0126569895
первых;22;0,0126569895
передает;22;0,0126569895
печати;22;0,0126569895
позволяющий;22;0,0126569895
Процесс;22;0,0126569895
проще;22;0,0126569895
ресурсов;22;0,0126569895
сервисов;22;0,0126569895
сервисы;22;0,0126569895
системного;22;0,0126569895
следующее;22;0,0126569895
содержащий;22;0,0126569895
создан;22;0,0126569895
создание;22;0,0126569895
Структура;22;0,0126569895
структура;22;0,0126569895
там;22;0,0126569895
текстовом;22;0,0126569895
указан;22;0,0126569895
управление;22;0,0126569895
экрана;22;0,0126569895
256;21;0,012081672
32;21;0,012081672
dialog;21;0,012081672
Glib;21;0,012081672
guest;21;0,012081672
gz;21;0,012081672
logs;21;0,012081672
m;21;0,012081672
Microsoft;21;0,012081672
Server;21;0,012081672
Y;21;0,012081672
архива;21;0,012081672
браузера;21;0,012081672
воспользоваться;21;0,012081672
групп;21;0,012081672
запрещает;21;0,012081672
значений;21;0,012081672
Интернете;21;0,012081672
Использование;21;0,012081672
используйте;21;0,012081672
клавиатуры;21;0,012081672
Конечно;21;0,012081672
кто;21;0,012081672
модули;21;0,012081672
называются;21;0,012081672
настройку;21;0,012081672
наш;21;0,012081672
непосредственно;21;0,012081672
ограничения;21;0,012081672
ожидания;21;0,012081672
оперативной;21;0,012081672
определения;21;0,012081672
остальных;21;0,012081672
пакетами;21;0,012081672
поиска;21;0,012081672
полей;21;0,012081672
принимать;21;0,012081672
равен;21;0,012081672
разрешить;21;0,012081672
своего;21;0,012081672
сеанс;21;0,012081672
Сначала;21;0,012081672
современных;21;0,012081672
Создание;21;0,012081672
состоянии;21;0,012081672
старых;21;0,012081672
терминал;21;0,012081672
увидеть;21;0,012081672
умеет;21;0,012081672
устанавливает;21;0,012081672
установленных;21;0,012081672
форматы;21;0,012081672
х;21;0,012081672
ядре;21;0,012081672
acl;20;0,011506354
address;20;0,011506354
argc;20;0,011506354
BIOS;20;0,011506354
BSD;20;0,011506354
daemon;20;0,011506354
error;20;0,011506354
FROM;20;0,011506354
grep;20;0,011506354
grub;20;0,011506354
inetd;20;0,011506354
logrotate;20;0,011506354
MD5;20;0,011506354
Network;20;0,011506354
only;20;0,011506354
pid;20;0,011506354
protocol;20;0,011506354
pub;20;0,011506354
rm;20;0,011506354
ServerName;20;0,011506354
SMTP;20;0,011506354
SQL;20;0,011506354
url;20;0,011506354
USB;20;0,011506354
V;20;0,011506354
wu;20;0,011506354
аргументы;20;0,011506354
байтов;20;0,011506354
блока;20;0,011506354
быстро;20;0,011506354
версиях;20;0,011506354
взаимодействия;20;0,011506354
виджитов;20;0,011506354
включать;20;0,011506354
Вместо;20;0,011506354
Выбор;20;0,011506354
графического;20;0,011506354
Демон;20;0,011506354
директиву;20;0,011506354
другом;20;0,011506354
заголовок;20;0,011506354
Запустите;20;0,011506354
Каждый;20;0,011506354
копирование;20;0,011506354
которыми;20;0,011506354
кэша;20;0,011506354
немного;20;0,011506354
оболочку;20;0,011506354
объем;20;0,011506354
Окно;20;0,011506354
перейдите;20;0,011506354
перенаправление;20;0,011506354
подобных;20;0,011506354
подробно;20;0,011506354
получает;20;0,011506354
пользовательских;20;0,011506354
помощи;20;0,011506354
Последний;20;0,011506354
поток;20;0,011506354
приложение;20;0,011506354
просмотреть;20;0,011506354
протоколы;20;0,011506354
работают;20;0,011506354
сведения;20;0,011506354
свойства;20;0,011506354
скорее;20;0,011506354
следующим;20;0,011506354
таки;20;0,011506354
точнее;20;0,011506354
трех;20;0,011506354
хватает;20;0,011506354
шаблон;20;0,011506354
Alt;19;0,010931036
AT;19;0,010931036
BOX;19;0,010931036
CREAT;19;0,010931036
ds;19;0,010931036
FD;19;0,010931036
GDK;19;0,010931036
ICQ;19;0,010931036
IDE;19;0,010931036
Intel;19;0,010931036
interface;19;0,010931036
is;19;0,010931036
kHTTPd;19;0,010931036
NoAtun;19;0,010931036
options;19;0,010931036
perm;19;0,010931036
ports;19;0,010931036
rpc;19;0,010931036
sk;19;0,010931036
sourceforge;19;0,010931036
User;19;0,010931036
WINDOW;19;0,010931036
Виджит;19;0,010931036
вывести;19;0,010931036
выглядит;19;0,010931036
д;19;0,010931036
Далее;19;0,010931036
демона;19;0,010931036
доступны;19;0,010931036
жесткий;19;0,010931036
задания;19;0,010931036
задать;19;0,010931036
задачи;19;0,010931036
заново;19;0,010931036
записывать;19;0,010931036
зоны;19;0,010931036
интерфейсом;19;0,010931036
какую;19;0,010931036
компания;19;0,010931036
конфигурирования;19;0,010931036
маска;19;0,010931036
механизм;19;0,010931036
начиная;19;0,010931036
нескольких;19;0,010931036
нужный;19;0,010931036
образ;19;0,010931036
оконной;19;0,010931036
основной;19;0,010931036
основных;19;0,010931036
особенно;19;0,010931036
Ошибка;19;0,010931036
панели;19;0,010931036
первым;19;0,010931036
перейти;19;0,010931036
писать;19;0,010931036
подкачки;19;0,010931036
позволяют;19;0,010931036
поиск;19;0,010931036
последней;19;0,010931036
последний;19;0,010931036
Программы;19;0,010931036
производительность;19;0,010931036
пространства;19;0,010931036
процессом;19;0,010931036
разработки;19;0,010931036
редактирования;19;0,010931036
режима;19;0,010931036
сигналы;19;0,010931036
системные;19;0,010931036
слишком;19;0,010931036
служат;19;0,010931036
сможет;19;0,010931036
собственный;19;0,010931036
создайте;19;0,010931036
соответствует;19;0,010931036
стандартного;19;0,010931036
текстовый;19;0,010931036
терминала;19;0,010931036
То;19;0,010931036
указывается;19;0,010931036
хранятся;19;0,010931036
части;19;0,010931036
AF;18;0,010355719
Anonymous;18;0,010355719
Debian;18;0,010355719
DocumentRoot;18;0,010355719
ext2fs;18;0,010355719
free;18;0,010355719
INET;18;0,010355719
Java;18;0,010355719
MBR;18;0,010355719
Mozilla;18;0,010355719
MPEG;18;0,010355719
MSG;18;0,010355719
nameserver;18;0,010355719
NS;18;0,010355719
null;18;0,010355719
path;18;0,010355719
public;18;0,010355719
q;18;0,010355719
RPC;18;0,010355719
static;18;0,010355719
TeX;18;0,010355719
UID;18;0,010355719
y;18;0,010355719
базы;18;0,010355719
блок;18;0,010355719
большинство;18;0,010355719
буфер;18;0,010355719
ваше;18;0,010355719
включена;18;0,010355719
восстановить;18;0,010355719
всеми;18;0,010355719
всю;18;0,010355719
Выберите;18;0,010355719
Данный;18;0,010355719
дискету;18;0,010355719
длина;18;0,010355719
документа;18;0,010355719
документы;18;0,010355719
домашнего;18;0,010355719
драйвер;18;0,010355719
драйверы;18;0,010355719
друг;18;0,010355719
другому;18;0,010355719
журналов;18;0,010355719
За;18;0,010355719
заменить;18;0,010355719
Интернету;18;0,010355719
исходные;18;0,010355719
клиенту;18;0,010355719
Код;18;0,010355719
конечно;18;0,010355719
легко;18;0,010355719
менее;18;0,010355719
места;18;0,010355719
минут;18;0,010355719
наиболее;18;0,010355719
новое;18;0,010355719
номером;18;0,010355719
Нужно;18;0,010355719
нужные;18;0,010355719
около;18;0,010355719
операционная;18;0,010355719
Определяет;18;0,010355719
отладки;18;0,010355719
передается;18;0,010355719
переменная;18;0,010355719
поможет;18;0,010355719
почту;18;0,010355719
правила;18;0,010355719
приоритет;18;0,010355719
процессор;18;0,010355719
Работа;18;0,010355719
работа;18;0,010355719
решения;18;0,010355719
сборки;18;0,010355719
своем;18;0,010355719
свойств;18;0,010355719
символом;18;0,010355719
символы;18;0,010355719
сказано;18;0,010355719
станет;18;0,010355719
странице;18;0,010355719
считать;18;0,010355719
текущей;18;0,010355719
той;18;0,010355719
требуется;18;0,010355719
Удалить;18;0,010355719
удобнее;18;0,010355719
узлы;18;0,010355719
указываются;18;0,010355719
уровни;18;0,010355719
файлах;18;0,010355719
фрагмент;18;0,010355719
электронной;18;0,010355719
элементов;18;0,010355719
143;17;0,009780401
9x;17;0,009780401
accept;17;0,009780401
box;17;0,009780401
ca;17;0,009780401
ctrl;17;0,009780401
directory;17;0,009780401
dump;17;0,009780401
Enter;17;0,009780401
errno;17;0,009780401
exec;17;0,009780401
ext3fs;17;0,009780401
FEATURE;17;0,009780401
GSList;17;0,009780401
ID;17;0,009780401
image;17;0,009780401
loadlin;17;0,009780401
Minix;17;0,009780401
owner;17;0,009780401
print;17;0,009780401
semid;17;0,009780401
send;17;0,009780401
smb;17;0,009780401
stdio;17;0,009780401
stop;17;0,009780401
stream;17;0,009780401
types;17;0,009780401
ushort;17;0,009780401
администратора;17;0,009780401
адресом;17;0,009780401
библиотека;17;0,009780401
бит;17;0,009780401
Версия;17;0,009780401
вид;17;0,009780401
видите;17;0,009780401
включения;17;0,009780401
втором;17;0,009780401
выбор;17;0,009780401
вызвать;17;0,009780401
графическом;17;0,009780401
группу;17;0,009780401
двумя;17;0,009780401
домен;17;0,009780401
доступен;17;0,009780401
забудьте;17;0,009780401
запускает;17;0,009780401
запятой;17;0,009780401
значительно;17;0,009780401
зрения;17;0,009780401
имеется;17;0,009780401
Имена;17;0,009780401
исполняемый;17;0,009780401
Использовать;17;0,009780401
